location,title,price_eur,rooms,m2,build_material,year,page,kinder_garden,metro_station
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 113.34 kv.m., 204012 €
Manastirski Livadi, Sofia",204012EUR,3,113,Tuhla,n/a,232,0,0
Lozenez,"Mezonet za prodajba v Lozenez
Lozenez, Sofia",210000EUR,10,70,Tuhla,1990,232,0,0
Nadejda 2,"Mnogostaen ap. za prodajba v Nadejda 2
Nadejda 2, Sofia",178000EUR,4,109,EPK/PK,1986,232,0,0
Zent_r,"Dvustaen apartament - Zent_r, Sofia
Zent_r, Sofia",200000EUR,2,89,Tuhla,1968,232,0,0
Mladost 1,"Tristaen apartament 80 kv.m Panel 4 etaj
Mladost 1, Sofia",180000EUR,3,80,Panel,n/a,232,1,0
Sveta Troiza,"Dvustaen apartament 72 kv.m Panel 7 etaj
Sveta Troiza, Sofia",115000EUR,2,72,Panel,n/a,232,1,0
Manastirski Livadi,"Mnogostaen apartament 156 kv.m Tuhla 3 etaj
Manastirski Livadi, Sofia",380000EUR,4,156,Tuhla,n/a,232,1,0
Zent_r,"Dvustaen apartament 76 kv.m Tuhla 1 etaj
Zent_r, Sofia",239000EUR,2,76,Tuhla,n/a,232,1,0
Mladost 3,"Dvustaen apartament 78 kv.m EPK/PK 6 etaj
Mladost 3, Sofia",190000EUR,2,78,EPK/PK,n/a,232,1,0
Zent_r,"Dvustaen apartament 67 kv.m Tuhla 1 etaj
Zent_r, Sofia",220000EUR,2,67,Tuhla,n/a,232,1,0
Mladost 2,"Dvustaen apartament 70 kv.m Panel 7 etaj
Mladost 2, Sofia",155000EUR,2,70,Panel,n/a,232,1,0
Obela 2,"Dvustaen apartament 55 kv.m Panel 5 etaj
Obela 2, Sofia",108000EUR,2,55,Panel,n/a,232,1,1
Zona B18,"Tristaen apartament 120 kv.m Tuhla 4 etaj
Zona B18, Sofia",199000EUR,3,120,Tuhla,n/a,232,1,1
Zent_r,"Dvustaen apartament 55 kv.m Tuhla 1 etaj
Zent_r, Sofia",165000EUR,2,55,Tuhla,n/a,232,1,1
Ovca Kupel,"Tristaen apartament 104 kv.m Tuhla 4 etaj
Ovca Kupel, Sofia",247000EUR,3,104,Tuhla,n/a,232,1,1
Mladost 3,"Tristaen apartament 88 kv.m Panel 7 etaj
Mladost 3, Sofia",175000EUR,3,88,Panel,n/a,232,1,1
Belite Brezi,"Tristaen apartament 135 kv.m Tuhla 4 etaj
Belite Brezi, Sofia",325000EUR,3,135,Tuhla,n/a,232,1,1
Manastirski Livadi,"Dvustaen apartament 85 kv.m Tuhla 2 etaj
Manastirski Livadi, Sofia",240000EUR,2,85,Tuhla,n/a,232,1,1
Vitosa,"Mnogostaen apartament 135 kv.m Tuhla 2 etaj
Vitosa, Sofia",285000EUR,4,135,Tuhla,n/a,232,1,1
Mladost 1,"Dvustaen apartament 63 kv.m Panel 8 etaj
Mladost 1, Sofia",133000EUR,2,63,Panel,n/a,232,1,1
v.z.Malinova dolina,"Tristaen apartament 97 kv.m Tuhla 2 etaj
v.z.Malinova dolina, Sofia",148000EUR,3,97,Tuhla,2023,232,1,1
Ovca Kupel,"Tristaen apartament 90 kv.m Panel 9 etaj
Ovca Kupel, Sofia",135000EUR,3,90,Panel,n/a,232,1,1
Ovca Kupel 1,"Dvustaen apartament - Ovca Kupel 1, Sofia
Ovca Kupel 1, Sofia",150000EUR,2,50,Panel,1980,232,1,1
Lozenez,"Apartament s tri spalni v nova sgrada v j. gr. Ujen park
Lozenez, Sofia",411000EUR,4,137,Tuhla,2023,232,1,1
Nadejda 2,"Tristaen ap. za prodajba v Nadejda 2
Nadejda 2, Sofia",118000EUR,3,88,Panel,1973,232,1,1
Zapaden Park,"Dvustaen ap. za prodajba v Zapaden Park
Zapaden Park, Sofia",90000EUR,2,51,Tuhla,1964,232,1,1
obl. Sofia,"Perfekten tristaen apartament v kv. Manastirski livadi! Do Mol B_lgaria! Visok klas stroitelstvo!
obl. Sofia, Sofia",180000EUR,3,120,Tuhla,2024,232,1,1
Lozenez,"Nov tristaen apartament s gledki k_m Vitosa v moderna sgrada do Ujen park
 Lozenez, Sofia",531360EUR,3,177.12,Tuhla,n/a,232,1,1
Lozenez,"Tristaen apartament v nova sgrada v kv. ”Lozenez”
 Lozenez, Sofia",340424EUR,3,121.58,Tuhla,2023,233,0,0
Lozenez,"Nov tristaen apartament s prostorna terasa i gledki k_m Vitosa
 Lozenez, Sofia",603240EUR,3,201.08,Tuhla,n/a,233,0,0
Lozenez,"Tristaen apartament v nova moderna sgrada do Ujen park
 Lozenez, Sofia",306068EUR,3,109.31,Tuhla,2023,233,0,0
Lozenez,"Tristaen apartament v nova moderna sgrada do Ujen park
 Lozenez, Sofia",420880EUR,3,139.01,Tuhla,2023,233,0,0
Lozenez,"Tristaen apartament v nova sgrada do Ujen park v kv. ”Lozenez”
 Lozenez, Sofia",318276EUR,3,125.11,Tuhla,2023,233,0,0
Lozenez,"Tristaen apartament v nova moderna sgrada do Ujen park
 Lozenez, Sofia",284102EUR,3,109.27,Tuhla,2023,233,0,0
Lozenez,"Dvustaen apartament visok klas novo stroitelstvo do Ujen park
 Lozenez, Sofia",177617EUR,2,63.71,Tuhla,2023,233,0,0
Lozenez,"Dvustaen apartament v nova sgrada do Ujen park
 Lozenez, Sofia",196700EUR,2,78.68,Tuhla,2023,233,0,0
Strelbise,"Prostoren tristaen apartament do vhoda na ”Ujen park”, kv. Strelbise
 Strelbise, Sofia",193766EUR,3,98,Panel,n/a,233,0,0
Lulin Zent_r,"Tristaen apartament s garaj v nova sgrada do metrostanzia Lulin
 Lulin Zent_r, Sofia",170000EUR,3,117,Tuhla,2023,233,0,0
Mladost 2,"Cetiristaen apartament v Mladost 2
Mladost 2, Sofia",197000EUR,4,105,Panel,n/a,233,0,1
Ovca Kupel,"Dvustaen apartament v Ovca kupel
Ovca Kupel, Sofia",113000EUR,2,74,Tuhla,n/a,233,0,1
Banisora,"Tristaen apartament v k-s Park Vu
 Banisora, Sofia",260000EUR,3,132.08,Tuhla,2000,233,0,1
Malinova Dolina,"Dvustaen apartament v kv. ”Malinova dolina”
Malinova Dolina, Sofia",123000EUR,2,82,Tuhla,2024,233,0,1
Malinova Dolina,"Dvustaen apartament, s_s sobstven dvor, v Malinova dolina
Malinova Dolina, Sofia",115000EUR,2,77,Tuhla,2023,233,0,1
Obela,"2-staen, Sofia, Obela, 71 kv.m., 85500 €
Obela, Sofia",85500EUR,2,71,Tuhla,n/a,233,0,1
Zent_r,"2-staen, Sofia, Zent_r, 48 kv.m., 98900 €
Zent_r, Sofia",98900EUR,2,48,Tuhla,n/a,233,0,1
Ovca Kupel 2,"3-staen, Sofia, Ovca kupel 2, 105 kv.m., 138000 €
Ovca Kupel 2, Sofia",138000EUR,3,105,Tuhla,n/a,233,0,1
Zent_r,"3-staen, Sofia, Zent_r, 76 kv.m., 315000 €
Zent_r, Sofia",315000EUR,3,76,Tuhla,n/a,233,0,1
Levski G,"2-staen, Sofia, Levski G, 58 kv.m., 119000 €
Levski G, Sofia",119000EUR,2,58,EPK/PK,n/a,233,0,1
Vitosa,"Tristaen apartament 93 kv.m Tuhla 2022 g. 2 etaj Neposleden
Vitosa, Sofia",265000EUR,3,93,Tuhla,2022,233,0,1
Lulin 5,"Dvustaen apartament 43 kv.m Panel 1985 g. 1 etaj
Lulin 5, Sofia",50000EUR,2,43,Panel,1985,233,0,1
Botunez,"Dvustaen apartament 63 kv.m Panel 1965 g. 2 etaj Neposleden
Botunez, Sofia",114000lv.,2,63,Panel,1965,233,0,1
Mladost 4,"Grijn park
 Mladost 4, Sofia",261330EUR,4,141,Tuhla,2026,233,0,1
Mladost 4,"Tristaen apartament 100 kv.m Tuhla 2026 g. 3 etaj Neposleden
 Mladost 4, Sofia",184560EUR,3,100,Tuhla,2026,233,0,1
Ovca Kupel 2,"Mnogostaen apartament 101 kv.m Tuhla 2004 g. 1 etaj P_rvi jilisen
 Ovca Kupel 2, Sofia",215000EUR,4,101,Tuhla,2004,234,0,0
Svetovracene,"Tristaen apartament v Svetovracene
Svetovracene, Sofia",74000EUR,3,90,Panel,1983,234,0,0
Vitosa,"Dvustaen, obzaveden apartament v kv. Vitosa
Vitosa, Sofia",94000EUR,2,47,Tuhla,2021,234,0,0
Gorna Bana,"Dvustaen apartament
Gorna Bana, Sofia",187250EUR,2,125,Tuhla,2005,234,0,0
Ovca Kupel,"Prodajba 2-staen gr. Sofia - Ovca Kupel 61m²
Ovca Kupel, Sofia",105000EUR,2,61,Tuhla,n/a,234,0,0
Lozenez,"Prodava tristaen obzaveden tuhla gr. Sofia kv. Lozenez 412000evro
 Lozenez, Sofia",412000EUR,3,132,Tuhla,2007,234,0,0
Lulin 10,"Tristaen ap. za prodajba v kv. Lulin 10
Lulin 10, Sofia",175000EUR,3,128,Tuhla,2024,234,0,0
Malinova Dolina,"Dvustaen ap. za prodajba v kv. Malinova dolina
Malinova Dolina, Sofia",89600EUR,2,60,Tuhla,2024,234,0,0
Malinova Dolina,"Tristaen ap. za prodajba v kv. Malinova dolina
Malinova Dolina, Sofia",127600EUR,3,88,Tuhla,2024,234,0,0
Banisora,"Dvustaen apartament 86 kv.m Tuhla 1962 g. 6 etaj
Banisora, Sofia",133000EUR,2,86,Tuhla,1962,234,0,0
Zent_r,"Tristaen apartament 99 kv.m., et.2/5 v malka butikova sgrada
Zent_r, Sofia",259000EUR,3,99,Tuhla,2023,234,0,0
Zent_r,"Tristaen apartament, Zent_r
Zent_r, Sofia",254900EUR,3,111,Tuhla,2023,234,1,1
Ovca Kupel,"Tristaen apartament v Ovca kupel s AKT 14!!!
Ovca Kupel, Sofia",174450EUR,3,113,Tuhla,n/a,234,1,1
Ovca Kupel,"Tristaen apartament v Ovca kupel s AKT 14!!!
Ovca Kupel, Sofia",114500EUR,3,68,Tuhla,n/a,234,1,1
Iztok,"Golam tristaen apartament v Iztok
Iztok, Sofia",486000EUR,3,135,EPK/PK,1990,234,1,1
Banisora,"Prodava nov apartament do RZI
Banisora, Sofia",130000EUR,2,70,Tuhla,2022,234,1,1
Vitosa,"Tristaen apartament s podzemen garaj
 Vitosa, Sofia",279995EUR,3,145,Tuhla,n/a,234,1,1
Lulin 10,"Obzaveden tristaen apartament do metrostanzia i mol
 Lulin 10, Sofia",150000EUR,3,70,EPK/PK,n/a,234,1,1
Boana,"Prostoren tristaen apartament s visok klas obzavejdane v luksozen zatvoren kompleks
 Boana, Sofia",497250EUR,3,191.18,Tuhla,n/a,234,1,1
Kr_stova Vada,"Tristaen apartament v nov kompleks blizo do metrostanzia i Paradise Center
 Kr_stova Vada, Sofia",292890EUR,3,139.47,Tuhla,2023,234,1,1
Kr_stova Vada,"Tristaen apartament v nov kompleks blizo do metrostanzia i mol
 Kr_stova Vada, Sofia",277900EUR,3,138.95,Tuhla,2023,234,1,1
Kr_stova Vada,"Cetiristaen apartament v nov kompleks blizo do metrostanzia i Paradise Mall
 Kr_stova Vada, Sofia",317000EUR,4,158.5,Tuhla,2023,234,1,1
Ovca Kupel 1,"Dvustaen ap. za prodajba v kv. Ovca kupel 1
Ovca Kupel 1, Sofia",130000EUR,2,48,Panel,1986,234,1,1
Ovca Kupel,"Tristaen ap. za prodajba v kv. Ovca kupel
Ovca Kupel, Sofia",175000EUR,3,88,Tuhla,2014,234,1,1
Obela,"3-staen, Sofia, Obela, 81 kv.m., 115000 €
Obela, Sofia",115000EUR,3,81,Tuhla,n/a,234,1,1
Levski,"3-staen, Sofia, Levski, 104.45 kv.m., 141489.5 €
Levski, Sofia",141489.50EUR,3,104,Tuhla,n/a,234,1,1
Levski,"3-staen, Sofia, Levski, 117.72 kv.m., 141700 €
Levski, Sofia",141700EUR,3,118,Tuhla,n/a,234,1,1
Levski,"3-staen, Sofia, Levski, 107.17 kv.m., 139320 €
Levski, Sofia",139320EUR,3,107,Tuhla,n/a,234,1,1
Hadji Dimit_r,"Prodavam Garsoniera
Hadji Dimit_r, Sofia",94000EUR,2,48,Panel,1982,234,1,1
Obela,"2-staen, Sofia, Obela, 52 kv.m., 76000 €
Obela, Sofia",76000EUR,2,52,Tuhla,n/a,235,0,0
Obela,"3-staen, Sofia, Obela, 97 kv.m., 152100 €
Obela, Sofia",152100EUR,3,97,Tuhla,n/a,235,0,0
Ovca Kupel 2,"3-staen, Sofia, Ovca kupel 2, 106 kv.m., 150723 €
Ovca Kupel 2, Sofia",150723EUR,3,106,Tuhla,n/a,235,0,0
Ovca Kupel 2,"Mnogostaen, Sofia, Ovca kupel 2, 134 kv.m., 191577 €
Ovca Kupel 2, Sofia",191577EUR,4,134,Tuhla,n/a,235,0,0
Manastirski Livadi,"Tristaen ap. za prodajba v Manastirski Livadi
Manastirski Livadi, Sofia",216000EUR,3,95,Tuhla,2023,235,0,0
Mladost 1,"Dvustaen ap. za prodajba v Mladost 1
Mladost 1, Sofia",128500EUR,2,56,Panel,1976,235,0,0
Malinova Dolina,"Jilise s edna spalna v nova sgrada v kv. Malinova dolina
 Malinova Dolina, Sofia",94190EUR,2,69.77,Tuhla,2025,235,0,0
Vitosa,"Mnogostaen apartament, Vitosa
Vitosa, Sofia",182500EUR,4,126,Tuhla,2024,235,0,0
Vitosa,"Tristaen apartament, Vitosa
Vitosa, Sofia",135000EUR,3,94,Tuhla,2024,235,0,0
Vitosa,"Tristaen apartament, Vitosa
Vitosa, Sofia",121054EUR,3,84,Tuhla,2024,235,0,0
Mladost 1,"Tristaen apartament, Mladost 1
Mladost 1, Sofia",187000EUR,3,92,EPK/PK,1982,235,1,0
Zent_r,"2-staen, Sofia, Zent_r, 105 kv.m., 239900 €
Zent_r, Sofia",239900EUR,2,105,Tuhla,n/a,235,1,0
D_rveniza,"3-staen, Sofia, D_rveniza, 107.72 kv.m., 198651 €
D_rveniza, Sofia",198651EUR,3,108,Tuhla,n/a,235,1,0
D_rveniza,"3-staen, Sofia, D_rveniza, 104.82 kv.m., 171568 €
D_rveniza, Sofia",171568EUR,3,105,Tuhla,n/a,235,1,0
D_rveniza,"3-staen, Sofia, D_rveniza, 107.92 kv.m., 209604 €
D_rveniza, Sofia",209604EUR,3,108,Tuhla,n/a,235,1,0
Malinova Dolina,"1-staen, Sofia, Malinova Dolina, 30.46 kv.m., 52000 €
Malinova Dolina, Sofia",52000EUR,0,30,Tuhla,2023,235,1,0
Mladost 2,"Prodava 2-staen, kv. Mladost 2
Mladost 2, Sofia",132000EUR,2,65,Tuhla,2009,235,1,1
Ovca Kupel 1,"Cetiristaen ap. za prodajba v kv. Ovca kupel 1
Ovca Kupel 1, Sofia",205500EUR,4,120,Tuhla,1990,235,1,1
Ovca Kupel,"Dvustaen apartament AKT16
Ovca Kupel, Sofia",150595EUR,2,75,Tuhla,2022,235,1,1
Zent_r,"Cetiristaen apartament v blizost do Mak Drajv
Zent_r, Sofia",149900EUR,4,101,Tuhla,1978,235,1,1
Studentski Grad,"Mnogostaen apartament 100 kv.m Tuhla 2023 g. 6 etaj
Studentski Grad, Sofia",100000EUR,4,100,Tuhla,2023,235,1,1
Ovca Kupel 1,"mnogostaen apartament v luksozna sgrada do metrstanzia Mizia
 Ovca Kupel 1, Sofia",260980EUR,4,158,Tuhla,2023,235,1,1
Obela 2,"Ednostaen apartament 45 kv.m Panel 1989 g. 2 etaj
Obela 2, Sofia",72100EUR,0,45,Panel,1989,235,1,1
Malinova Dolina,"Tristaen apartament v nova sgrada v kv. ”Malinova dolina”
 Malinova Dolina, Sofia",128763EUR,3,95.38,Tuhla,2023,235,1,1
Malinova Dolina,"Jilise v nova sgrada s detska plosadka, zeleni plosi i udoben izlaz na Okolovr_sten p_t
 Malinova Dolina, Sofia",148800EUR,3,114.56,Tuhla,2024,235,1,1
Malinova Dolina,"Dvustaen apartament s Akt 14 v kv. Malinova dolina
 Malinova Dolina, Sofia",113878EUR,2,78.87,Tuhla,2024,236,0,0
Malinova Dolina,"Apartament s dve spalni v sgrada s Akt 14 v kv. Malinova dolina
 Malinova Dolina, Sofia",155000EUR,3,121.02,Tuhla,2024,236,0,0
Ovca Kupel 1,"3-staen, Sofia, Ovca kupel 1, 90 kv.m., 129900 €
Ovca Kupel 1, Sofia",129900EUR,3,90,Panel,n/a,236,0,0
Boana,"2 staen nova tuhla Boana
Boana, Sofia",162350EUR,2,77,Tuhla,2023,236,0,0
Zent_r,"Cetiristaen ap. za prodajba v Zent_ra na Sofia
Zent_r, Sofia",165000EUR,4,108,Tuhla,1932,236,0,1
Drujba 2,"Dvustaen apartament, Drujba 2
Drujba 2, Sofia",140000EUR,2,68,Tuhla,2022,236,1,1
Malinova Dolina,"BEZ KOMISION! Apartament s edna spalna v novostroasa se sgrada v kv. Malinova dolina
Malinova Dolina, Sofia",89490EUR,2,72,Tuhla,2023,236,1,1
Studentski Grad,"Parteren dvustaen apartament v Studentski grad s AKT 16!!!
Studentski Grad, Sofia",84900EUR,2,68,Tuhla,n/a,236,1,1
Zent_r,"Tristaen apartament v TOP Zent_r
Zent_r, Sofia",440000EUR,3,110,Tuhla,n/a,236,1,1
Vitosa,"Tristaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",216000EUR,3,117,Tuhla,n/a,236,1,1
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",216000EUR,3,117,Tuhla,n/a,236,1,1
Lulin 9,"Dvustaen apartament v Lulin 9
Lulin 9, Sofia",86306EUR,2,68,Tuhla,n/a,236,1,1
Lulin 9,"Tristaen apartament v Lulin 9
Lulin 9, Sofia",141995EUR,3,113,Tuhla,n/a,236,1,1
Krasna Polana,"Dvustaen apartament v Krasna polana
Krasna Polana, Sofia",71946EUR,2,52,Tuhla,n/a,236,1,1
Drujba 1,"Tristaen apartament v Drujba 1
Drujba 1, Sofia",142800EUR,3,118,Tuhla,n/a,236,1,1
Nadejda 1,"Sreden Etaj! UG! TEZ! Dvustaen Apartament
Nadejda 1, Sofia",85000EUR,2,48,Panel,1980,236,1,1
Mladost 1,"AKT 16! Ednostaen Apartament v Mladost 1
Mladost 1, Sofia",47000EUR,0,22,Tuhla,2000,236,1,1
Manastirski Livadi,"Prodava cetiristaen apartament v gr. Sofia, kv. Manastirski livadi tuhla 2014g.
 Manastirski Livadi, Sofia",380000EUR,4,156,Tuhla,2014,236,1,1
Malinova Dolina,"Studio v nova sgrada s Akt 14 do NSA
 Malinova Dolina, Sofia",75495EUR,0,50.33,Tuhla,2023,236,1,1
obl. Sofia,"Dvustaen apartament v kv. Goze Delcev! Do Ujnia park!
obl. Sofia, Sofia",155190EUR,2,70,Panel,1975,236,1,1
Lozenez,"2-staen, Sofia, Lozenez, 60 kv.m., 220000 €
Lozenez, Sofia",220000EUR,2,60,Tuhla,n/a,236,1,1
Lozenez,"2-staen, Sofia, Lozenez, 40 kv.m., 99500 €
Lozenez, Sofia",99500EUR,2,40,Tuhla,n/a,236,1,1
Malinova Dolina,"dvustaen ujen apartament v kv. Malinova dolina
 Malinova Dolina, Sofia",101000EUR,2,72,Tuhla,2024,236,1,1
Mladost 4,"Grijn park
 Mladost 4, Sofia",131060EUR,2,69,Tuhla,2026,236,1,1
Tolstoj,"Tristaen apartament v j.k. Tolstoj
Tolstoj, Sofia",116000EUR,3,80,EPK/PK,1980,236,1,1
Manastirski Livadi,"Mnogostaen ap. za prodajba v j.k Manastirski Livadi
Manastirski Livadi, Sofia",380000EUR,4,156,Tuhla,2014,236,1,1
Drujba 2,"Otlicna investizionna v_zmojnost v emblematicna sgrada
 Drujba 2, Sofia",120272EUR,3,75.17,Tuhla,n/a,236,1,1
Boana,"Otlicen tristaen apartament s parkomasto v kv. ”Boana”
Boana, Sofia",220000EUR,3,108,Tuhla,n/a,236,1,1
Svoboda,"Obzaveden tristaen apartament s gledka k_m park
 Svoboda, Sofia",194000EUR,3,97,Tuhla,n/a,236,1,1
Manastirski Livadi,"Panoramen penthaus v blizost do bul. ”B_lgaria”
 Manastirski Livadi, Sofia",570000EUR,4,324,Tuhla,n/a,237,0,0
Drujba 2,"Dvustajno jilise s panoramna gledka v nova sgrada do metrostanzia
 Drujba 2, Sofia",125744EUR,3,78.59,Tuhla,2023,237,0,0
Zent_r,"Prodava obzaveden tristaen gr. Sofia, ZENT_R, 205 990EUR
 Zent_r, Sofia",205990EUR,3,80,Tuhla,1965,237,0,0
Sofia,"2-staen, Sofia, Pancarevo, 70 kv.m., 186500 €
Sofia",186500EUR,2,70,Tuhla,n/a,237,0,0
Belite Brezi,"3-staen, Sofia, Beli brezi, 70 kv.m., 164000 €
Belite Brezi, Sofia",164000EUR,3,70,Tuhla,n/a,237,0,0
Karpuziza,"3-staen, Sofia, Karpuziza, 115 kv.m., 143651 €
Karpuziza, Sofia",143651EUR,3,115,Tuhla,n/a,237,0,0
Karpuziza,"2-staen, Sofia, Karpuziza, 81 kv.m., 99869 €
Karpuziza, Sofia",99869EUR,2,81,Tuhla,n/a,237,0,0
Karpuziza,"3-staen, Sofia, Karpuziza, 103 kv.m., 125834 €
Karpuziza, Sofia",125834EUR,3,103,Tuhla,n/a,237,0,0
Karpuziza,"2-staen, Sofia, Karpuziza, 88 kv.m., 109911 €
Karpuziza, Sofia",109911EUR,2,88,Tuhla,n/a,237,0,0
Karpuziza,"2-staen, Sofia, Karpuziza, 99 kv.m., 100339 €
Karpuziza, Sofia",100339EUR,2,99,Tuhla,n/a,237,0,0
Karpuziza,"3-staen, Sofia, Karpuziza, 112 kv.m., 139400 €
Karpuziza, Sofia",139400EUR,3,112,Tuhla,n/a,237,0,0
Karpuziza,"3-staen, Sofia, Karpuziza, 94 kv.m., 116972 €
Karpuziza, Sofia",116972EUR,3,94,Tuhla,n/a,237,0,0
Karpuziza,"3-staen, Sofia, Karpuziza, 108 kv.m., 134589 €
Karpuziza, Sofia",134589EUR,3,108,Tuhla,n/a,237,0,0
Karpuziza,"2-staen, Sofia, Karpuziza, 108 kv.m., 105154 €
Karpuziza, Sofia",105154EUR,2,108,Tuhla,n/a,237,0,0
Karpuziza,"2-staen, Sofia, Karpuziza, 111 kv.m., 109718 €
Karpuziza, Sofia",109718EUR,2,111,Tuhla,n/a,237,0,0
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 103 kv.m., 148200 €
Malinova Dolina, Sofia",148200EUR,3,103,Tuhla,2023,237,0,0
Belite Brezi,"Prodava tuhlen poluobzaveden tristaen gr. Sofia, BELI BREZI, 194 444EUR
 Belite Brezi, Sofia",194444EUR,3,70,Tuhla,2005,237,0,0
Zent_r,"Cetiristaen apartament v Zent_r
Zent_r, Sofia",278000EUR,4,140,Tuhla,1970,237,0,0
Zent_r,"ul. Knaz Boris dvustaen tuhla
Zent_r, Sofia",125000EUR,2,55,Tuhla,2005,237,1,1
Nadejda 3,"Dvustaen apartament v kv. Nadejda 3
Nadejda 3, Sofia",98500EUR,2,48,Panel,1980,237,1,1
Sveta Troiza,"Luksozen tristaen v Sveta Troiza
Sveta Troiza, Sofia",179900EUR,3,100,Panel,1992,237,1,1
Lulin 6,"Ednostaen v Lulin 6
Lulin 6, Sofia",63910EUR,0,47,Panel,1975,237,1,1
Musageniza,"Ednostaen v Musageniza
Musageniza, Sofia",89990EUR,0,46,Panel,1986,237,1,1
Lulin 9,"Golam apartament v Lulin 9
Lulin 9, Sofia",192000EUR,4,115,Tuhla,2006,237,1,1
Nadejda 1,"Ujen tristaen apartament do metrostanzia v kv. ”Nadejda”
 Nadejda 1, Sofia",139000EUR,3,78,EPK/PK,n/a,237,1,1
Boana,"Mnogostaen apartament za prodajba v rezidenzia Berlin Park Boyana
 Boana, Sofia",502080EUR,4,251.04,Tuhla,n/a,237,1,1
Kr_stova Vada,"Tristaen apartament v nova sgrada s Akt 16 v blizost do Paradise Center
 Kr_stova Vada, Sofia",199500EUR,3,151,Tuhla,2023,237,1,1
Iztok,"Cetiristaen apartament - Iztok, Sofia
Iztok, Sofia",390000EUR,4,160,Tuhla,1995,237,1,1
Gevgelijski,"Prodava dvustaen apartament do metrostanzia Vardar
Gevgelijski, Sofia",95000EUR,2,57,Panel,1970,237,1,1
Kr_stova Vada,"Kr_stova vada tristaen nov
Kr_stova Vada, Sofia",227222EUR,3,134,Tuhla,2023,238,0,1
Iztok,"Mnogostaen apartament 160 kv.m Tuhla 1995 g. 2 etaj Neposleden
Iztok, Sofia",390000EUR,4,160,Tuhla,1995,238,0,1
Malinova Dolina,"Tristaen apartament 87 kv.m Tuhla 2023 g. 3 etaj Neposleden
Malinova Dolina, Sofia",147900EUR,3,87,Tuhla,2023,238,0,1
Fondovi Jilisa,"Dvustaen ap. za prodajba v_v Fondovi Jilisa
Fondovi Jilisa, Sofia",118000EUR,2,65,Panel,1987,238,0,1
Kr_stova Vada,"tristaen v blizost do mol Paradajz do kluc
 Kr_stova Vada, Sofia",166900EUR,3,114,Tuhla,2023,238,0,1
Zona B5,"atelie ( dvustaen apartament) v zona B 5 do park V_zrajdane
 Zona B5, Sofia",115080EUR,0,61,Tuhla,2022,238,0,1
Kr_stova Vada,"Tristaen apartament s dvor v p_rvoklasen kompleks
 Kr_stova Vada, Sofia",231000EUR,3,179,Tuhla,n/a,238,0,1
Kr_stova Vada,"Tristaen apartament v inovativen i moderen kompleks v Sofia
 Kr_stova Vada, Sofia",213500EUR,3,118.61,Tuhla,2023,238,0,1
Malinova Dolina,"Tristaen apartament 100 kv.m Tuhla 1994 g. 5 etaj Neposleden
Malinova Dolina, Sofia",185000EUR,3,100,Tuhla,1994,238,1,1
Malinova Dolina,"Mnogostaen, Sofia, Malinova Dolina, 150.73 kv.m., 261555 €
Malinova Dolina, Sofia",261555EUR,4,151,Tuhla,2023,238,1,1
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70.57 kv.m., 129816 €
Malinova Dolina, Sofia",129816EUR,2,71,Tuhla,2023,238,1,1
Lulin 6,"3-staen, Sofia, Lulin 6, 86 kv.m., 130000 €
Lulin 6, Sofia",130000EUR,3,86,Panel,n/a,238,1,1
Gorna Bana,"Tristaen apartament v kv. Gorna bana
Gorna Bana, Sofia",240000EUR,3,90,Tuhla,2012,238,1,1
Manastirski Livadi,"Jilisna sgrada ot zatvoren tip v kv. Manastirski livadi-iztok
 Manastirski Livadi, Sofia",180000EUR,2,103.29,Tuhla,2024,238,1,1
Goze Delcev,"Dvustaen apartament 62 kv.m Panel 1975 g. 6 etaj Neposleden
Goze Delcev, Sofia",149900EUR,2,62,Panel,1975,238,1,1
Kr_stova Vada,"Dvustaen apartament v kv. Kr_stova vada
Kr_stova Vada, Sofia",320000EUR,2,101,Tuhla,2022,238,1,1
Nadejda 4,"Dvustaen apartament 61 kv.m EPK/PK 1982 g. 10 etaj
Nadejda 4, Sofia",104000EUR,2,61,EPK/PK,1982,238,1,1
Lozenez,"Mnogostaen apartament Lozenez
Lozenez, Sofia",388000EUR,4,200,Tuhla,1998,238,1,1
Kr_stova Vada,"Dvustaen apartament v j.k. Kr_stova vada
Kr_stova Vada, Sofia",320000EUR,2,101,Tuhla,2022,238,1,1
Malinova Dolina,"Apartament №54 v OKINAWA Boutique Residence, v kv. ”Malinova dolina”
 Malinova Dolina, Sofia",119341EUR,2,77.41,Tuhla,2023,238,1,1
Dianabad,"Dvustaen Apartament v Dianabad
Dianabad, Sofia",110000EUR,2,62,Panel,1975,238,1,1
Dianabad,"Tristaen Apartament v Dianabad
Dianabad, Sofia",110000EUR,3,62,Panel,1975,238,1,1
Mladost 2,"Tristaen apartament v kv. Mladost 2
Mladost 2, Sofia",145000EUR,3,84,Panel,1974,238,1,1
Studentski Grad,"Dvustaen apartament s parkomasto do Zimen dvorez v Studentski grad
 Studentski Grad, Sofia",120000EUR,2,52,Tuhla,2000,238,1,1
